System Num, Configuration
1301,1339,
1302,1315,
1303,1303,
1304,1305,
1305,1347,
1306,1313,
1307,1346,
1308,1316,
1309,1333,
1310,1340,
1311,1326,
1312,1350,
1313,1342,
1314,1347,
1315,1314,
1316,1319,
1317,1322,
1318,1337,
1319,1328,
1320,1339,
1321,1329,
1322,1349,
1323,1329,
1324,1340,
1325,1330,
1326,1347,
1327,1317,
1328,1347,
1329,1325,
1330,1319,
1331,1346,
1332,1320,
1333,1336,
1334,1344,
1335,1335,
1336,1332,
1337,1319,
1338,1311,
1339,1335,
1340,1305,
1341,1303,
1342,1303,
1343,1329,
1344,1314,
1345,1310,
1346,1303,
1347,1307,
1348,1342,
1349,1312,
1350,1334,
