Observable Num, Coverable Configurations
11,51-53-54-55-58-59-60-61-63-67-68-71-73-74-79-80-82-83-85-88-89-93-94-96-98-99-,
12,51-53-54-55-59-60-61-62-63-65-67-68-69-73-75-77-78-79-80-81-84-85-86-88-90-94-96-98-100-,
13,53-54-58-59-61-62-63-67-69-70-72-73-74-79-83-84-85-87-91-95-96-97-98-,
14,51-55-56-57-58-60-61-62-63-64-65-66-69-70-71-76-79-80-81-85-86-91-92-95-97-98-,
15,52-53-54-56-57-59-60-61-64-65-67-68-69-72-74-80-82-86-87-88-89-90-92-94-95-96-97-99-,
16,51-53-56-58-59-61-63-64-67-69-70-71-72-74-76-81-86-87-88-90-94-96-97-98-99-100-,
17,58-60-63-64-65-66-67-69-70-73-77-79-83-85-87-88-89-90-91-92-95-97-99-100-,
18,51-56-59-60-65-68-71-73-74-77-78-79-80-82-87-90-93-94-95-96-98-99-,
19,54-55-56-58-61-64-66-68-72-76-82-83-86-87-88-90-96-97-99-100-,
20,51-53-60-61-62-63-65-67-70-71-72-74-75-76-80-82-84-86-88-89-91-96-97-99-,
