Observable Num, Coverable Configurations
1825,8852-8853-8854-8855-8861-8864-8868-8870-8874-8875-8876-8879-8881-8882-8883-8884-8886-8887-8888-8889-8890-8892-8897-8898-8899-,
1826,8852-8853-8854-8855-8856-8860-8867-8869-8873-8874-8876-8878-8879-8881-8884-8887-8888-8889-8890-8891-8893-8896-8897-8898-8899-,
1827,8852-8854-8856-8857-8863-8866-8867-8869-8871-8872-8873-8875-8877-8881-8882-8884-8888-8893-8894-8898-,
1828,8852-8854-8857-8862-8864-8869-8873-8874-8877-8879-8887-8888-8889-8891-8897-8898-8899-8900-,
1829,8851-8854-8856-8857-8859-8860-8865-8867-8868-8869-8870-8872-8874-8876-8880-8881-8882-8883-8886-8887-8894-8895-8896-8900-,
1830,8852-8853-8856-8858-8859-8860-8862-8864-8865-8866-8874-8877-8879-8882-8888-8889-8890-8893-8900-,
1831,8853-8855-8856-8857-8858-8859-8864-8865-8866-8871-8872-8878-8881-8882-8883-8885-8886-8887-8892-8895-8896-8897-8899-8900-,
1832,8851-8852-8854-8855-8857-8858-8861-8864-8866-8867-8870-8871-8873-8874-8875-8879-8881-8883-8884-8885-8888-8889-8890-8891-8893-8894-8895-8896-8899-8900-,
1833,8851-8853-8856-8858-8860-8862-8863-8865-8867-8868-8872-8873-8874-8877-8881-8885-8888-8889-8891-8896-8897-8899-8900-,
1834,8854-8855-8859-8862-8863-8864-8865-8866-8869-8872-8877-8880-8882-8883-8884-8885-8886-8887-8888-8889-8890-8891-8892-8893-8894-8895-8896-8898-8900-,
1835,8853-8854-8856-8858-8859-8861-8862-8863-8865-8866-8867-8870-8871-8876-8880-8881-8882-8883-8884-8885-8890-8894-8895-8896-8897-8898-,
1836,8853-8854-8855-8858-8859-8860-8861-8863-8864-8867-8870-8871-8873-8874-8875-8878-8882-8883-8885-8886-8888-8891-8894-8895-8896-,
