Observable Num, Coverable Configurations
11,53-54-56-57-58-60-61-69-70-71-72-73-74-77-78-79-80-82-83-84-85-86-87-89-90-91-93-95-96-97-99-100-,
12,51-52-56-57-59-60-61-63-65-72-74-75-76-78-81-82-85-88-89-90-92-93-94-95-98-,
13,52-53-55-56-57-59-60-62-63-64-68-69-70-73-75-76-77-78-79-80-85-86-87-88-89-90-93-94-96-98-100-,
14,51-53-54-56-57-60-63-65-66-67-71-72-73-75-76-77-79-80-81-82-83-85-88-89-92-93-98-,
15,52-54-56-57-58-59-60-62-63-64-65-67-68-69-70-72-73-74-75-77-78-81-83-84-86-88-89-91-92-94-98-99-,
16,51-55-57-58-59-62-64-66-68-69-73-75-77-80-82-83-85-86-87-89-95-96-97-98-99-,
17,51-52-54-55-56-58-59-61-62-66-67-68-69-71-72-73-74-75-77-81-84-89-91-99-100-,
18,52-53-54-56-57-60-61-63-64-66-67-68-69-73-74-75-77-78-79-80-81-82-83-84-85-86-88-90-92-93-95-96-99-100-,
19,55-56-58-59-61-63-66-67-69-70-71-73-74-75-77-78-81-82-83-91-92-93-94-95-98-,
20,51-54-55-57-61-62-64-65-66-70-72-75-76-77-78-80-81-82-85-86-88-89-95-97-98-99-100-,
