Observable Num, Coverable Configurations
111,563-566-567-572-574-576-578-579-583-584-586-589-590-596-600-,
112,554-556-557-558-560-561-562-564-566-568-569-570-572-575-576-577-579-580-581-582-583-586-589-592-593-596-598-599-600-,
113,552-553-558-559-561-563-564-566-567-568-569-570-571-573-575-576-578-580-583-586-587-588-590-593-597-598-,
114,552-553-554-556-558-559-560-561-565-566-567-569-570-572-573-575-578-583-587-590-591-592-593-594-595-596-597-600-,
115,551-552-554-555-556-557-561-564-565-566-567-570-574-577-578-580-581-586-589-590-594-595-596-597-599-,
116,551-553-554-555-562-563-566-567-568-577-580-585-588-589-594-595-596-597-598-600-,
117,552-553-556-557-558-560-561-563-564-567-569-570-572-573-574-575-576-577-585-588-591-593-595-597-600-,
118,551-553-555-556-557-558-559-561-562-565-566-572-573-576-580-582-584-589-593-597-599-,
119,551-552-553-560-562-564-565-567-570-571-572-573-578-579-580-581-582-587-588-589-591-592-595-596-598-599-,
120,552-554-555-556-557-558-559-560-561-562-563-566-567-572-573-575-577-583-587-588-590-591-592-595-597-599-600-,
