Observable Num, Coverable Configurations
201,502-504-506-507-508-512-514-515-518-520-522-525-527-528-531-532-533-536-537-540-543-545-,
202,508-509-510-511-512-514-518-519-521-527-529-531-534-536-537-539-541-544-549-550-,
203,501-502-505-508-509-510-511-512-513-514-518-521-522-523-524-526-528-529-530-531-532-533-535-536-542-544-545-547-,
204,502-503-506-507-509-513-515-517-519-520-521-522-524-526-527-528-529-530-531-532-533-534-535-538-542-545-546-547-550-,
205,501-503-504-505-506-512-513-515-516-518-520-523-525-527-530-531-533-534-535-537-541-543-546-548-,
206,501-503-505-506-508-510-514-516-518-519-522-528-529-530-533-534-536-538-539-543-544-545-546-547-548-549-,
207,502-503-505-508-509-510-513-515-516-519-520-521-522-524-527-528-530-532-534-535-537-540-545-546-548-550-,
208,502-503-505-508-509-511-512-513-518-519-520-521-522-526-527-528-529-530-533-534-536-538-539-540-542-545-546-548-549-,
209,501-503-510-511-512-518-519-522-524-526-528-532-535-536-537-538-540-542-545-548-,
210,501-502-503-504-505-510-512-513-514-515-516-517-518-519-521-524-526-529-530-531-532-534-536-539-542-543-544-545-546-,
211,501-502-504-508-509-510-515-518-521-523-524-525-527-528-533-534-535-540-544-546-547-,
212,505-508-513-520-521-522-523-524-525-526-527-528-529-533-534-535-536-539-540-542-543-544-549-550-,
213,502-503-504-505-506-507-509-510-512-515-519-520-522-527-530-532-533-536-540-541-544-545-546-548-549-,
214,501-502-503-509-512-513-514-516-517-523-525-528-529-530-531-532-533-536-537-540-543-545-546-549-,
215,501-502-503-505-506-507-508-509-513-515-516-517-518-523-525-527-528-532-534-535-536-539-540-543-546-547-548-549-550-,
216,503-504-505-506-508-509-510-514-515-516-518-519-522-530-531-536-539-541-542-543-546-550-,
217,501-504-506-507-510-512-513-515-518-519-520-521-522-523-524-526-533-539-540-542-544-546-547-,
218,503-504-506-507-508-510-515-518-520-523-524-526-527-528-529-530-532-533-534-538-540-542-543-544-546-547-548-550-,
219,501-502-504-505-506-508-510-511-514-521-522-523-525-528-532-533-534-535-538-540-541-542-548-549-,
220,502-505-507-510-511-513-523-526-528-529-533-537-542-543-547-550-,
