Observable Num, Coverable Configurations
5481,22751-22752-22754-22755-22758-22763-22764-22765-22767-22771-22772-22775-22777-22778-22779-22781-22782-22783-22789-22790-22791-22793-22794-22796-22797-,
5482,22753-22755-22759-22760-22762-22763-22764-22765-22769-22770-22771-22774-22775-22776-22779-22780-22781-22783-22786-22789-22790-22792-22793-22795-22796-22798-22799-22800-,
5483,22751-22752-22754-22755-22757-22760-22763-22766-22768-22770-22771-22773-22774-22775-22776-22777-22778-22780-22783-22784-22789-22795-22799-,
5484,22755-22756-22757-22759-22761-22762-22764-22765-22767-22768-22769-22771-22772-22776-22777-22779-22780-22781-22782-22783-22784-22785-22787-22788-22789-22791-22792-22793-22794-22797-22799-,
5485,22752-22753-22755-22761-22764-22765-22766-22768-22769-22770-22771-22775-22776-22777-22780-22782-22784-22785-22786-22790-22791-22792-22794-22796-22798-22799-,
5486,22751-22752-22755-22756-22757-22758-22760-22761-22765-22767-22768-22769-22777-22778-22779-22780-22782-22783-22786-22787-22789-22794-22797-22798-22800-,
5487,22755-22756-22757-22758-22761-22762-22764-22765-22767-22768-22770-22771-22773-22774-22775-22777-22778-22780-22783-22784-22785-22786-22791-22793-22795-22796-22800-,
5488,22751-22752-22756-22757-22759-22760-22762-22764-22769-22770-22772-22774-22775-22776-22777-22778-22780-22781-22782-22785-22786-22787-22788-22789-22790-22791-22793-22794-22796-22798-22799-,
5489,22752-22753-22754-22759-22760-22764-22765-22767-22768-22773-22778-22782-22784-22785-22786-22789-22790-22792-22793-22795-22797-22798-,
5490,22752-22753-22755-22756-22757-22758-22760-22762-22763-22764-22765-22767-22769-22772-22773-22775-22777-22782-22785-22789-22790-22795-22796-22797-22798-22799-,
5491,22751-22753-22754-22756-22758-22759-22761-22762-22763-22764-22765-22769-22773-22774-22775-22776-22777-22778-22781-22782-22783-22787-22789-22790-22793-22796-22798-22799-,
5492,22752-22754-22756-22757-22759-22761-22762-22765-22768-22769-22771-22775-22776-22777-22778-22780-22782-22784-22786-22787-22789-22791-22792-22793-22794-22795-22796-22799-22800-,
5493,22751-22753-22754-22756-22758-22759-22761-22763-22764-22765-22767-22769-22771-22772-22773-22776-22778-22779-22780-22781-22784-22785-22786-22789-22791-22795-22796-22799-,
5494,22752-22754-22756-22758-22759-22760-22761-22762-22765-22769-22771-22772-22775-22777-22780-22782-22783-22784-22785-22786-22787-22788-22791-22792-22793-22797-22799-,
5495,22753-22755-22757-22759-22760-22762-22765-22766-22767-22768-22769-22770-22772-22773-22775-22776-22777-22779-22781-22782-22786-22787-22788-22790-22795-22798-22799-,
5496,22751-22752-22753-22757-22758-22759-22761-22762-22763-22767-22770-22773-22775-22777-22778-22779-22780-22781-22782-22783-22784-22785-22786-22787-22790-22791-22792-22794-22795-22797-22799-22800-,
