Observable Num, Coverable Configurations
5401,22502-22503-22505-22508-22509-22510-22512-22513-22517-22518-22522-22523-22524-22525-22526-22528-22530-22538-22540-22541-22542-22543-22544-22546-22549-22550-,
5402,22502-22503-22505-22507-22510-22511-22518-22525-22527-22530-22532-22533-22537-22538-22539-22542-22544-22546-22550-,
5403,22501-22502-22506-22507-22510-22512-22513-22516-22517-22518-22519-22522-22523-22524-22525-22526-22528-22529-22530-22531-22533-22534-22535-22537-22538-22541-22542-22543-22544-22545-22547-,
5404,22501-22502-22504-22511-22512-22513-22516-22517-22519-22523-22525-22526-22528-22529-22530-22535-22536-22538-22539-22540-22541-22542-22543-22545-22546-22547-22549-22550-,
5405,22504-22505-22506-22509-22511-22512-22514-22515-22522-22523-22524-22525-22528-22530-22531-22535-22536-22538-22539-22540-22541-22542-22544-22548-22549-22550-,
5406,22503-22504-22508-22509-22517-22519-22521-22522-22523-22528-22531-22533-22534-22535-22537-22538-22539-22541-22542-22545-22546-22548-22550-,
5407,22501-22502-22504-22507-22509-22511-22512-22513-22515-22516-22517-22520-22521-22522-22525-22528-22532-22534-22536-22537-22538-22539-22541-22542-22543-22544-22546-22547-22548-,
5408,22503-22507-22509-22513-22515-22516-22518-22522-22524-22525-22526-22529-22534-22535-22536-22538-22540-22541-22543-22544-22545-22549-,
5409,22501-22502-22503-22505-22506-22508-22509-22510-22515-22516-22518-22519-22523-22524-22525-22526-22528-22529-22530-22531-22534-22537-22538-22541-22542-22544-22546-,
5410,22501-22503-22504-22505-22506-22507-22508-22510-22512-22515-22516-22517-22520-22521-22522-22524-22529-22530-22531-22532-22533-22534-22537-22542-22543-22544-22545-22546-22547-22548-,
5411,22503-22504-22506-22518-22520-22521-22524-22529-22530-22532-22533-22535-22538-22540-22541-22543-22546-22547-22549-,
5412,22503-22505-22506-22507-22508-22510-22513-22515-22516-22517-22518-22523-22524-22525-22526-22527-22530-22531-22532-22533-22534-22538-22539-22542-22543-22545-22546-22547-22548-22550-,
5413,22501-22503-22504-22505-22506-22507-22508-22510-22511-22512-22513-22519-22520-22522-22524-22525-22526-22527-22528-22530-22535-22536-22540-22541-22542-22548-22549-22550-,
5414,22501-22502-22503-22504-22505-22507-22508-22510-22512-22513-22515-22517-22518-22519-22520-22521-22525-22526-22527-22531-22535-22537-22539-22541-22542-22544-22545-22548-22550-,
5415,22503-22510-22512-22515-22516-22517-22518-22521-22522-22524-22525-22527-22528-22529-22531-22532-22537-22540-22541-22543-22545-,
5416,22505-22508-22509-22513-22515-22518-22521-22522-22523-22524-22528-22532-22536-22538-22539-22540-22542-22544-22549-,
